id,Y18
4752,19.8897962
4753,19.9212252
4754,19.8540464
4755,19.6858146
4756,19.7221007
4757,19.591476299999997
4758,19.5666573
4759,19.4992083
4760,19.3870815
4761,19.279441499999997
4762,19.2361015
4763,19.1047191
4764,19.0910263
4765,18.878894799999998
4766,18.9155711
4767,18.5514072
4768,18.4276189
4769,18.380847
4770,18.3492385
4771,18.2917388
4772,18.36638
4773,18.3408208
4774,18.2697875
4775,18.327024499999997
4776,18.2927391
4777,18.2499302
4778,18.135021499999997
4779,17.9885779
4780,17.996679999999998
4781,17.963708299999997
4782,17.895930099999998
4783,17.9445203
4784,17.8958412
4785,17.8572068
4786,18.0084544
4787,18.3370279
4788,18.3194063
4789,18.547313099999997
4790,19.0652786
4791,19.4068971
4792,19.7767016
4793,20.526261199999997
4794,21.325894599999998
4795,21.9938138
4796,22.663621199999998
4797,23.4519324
4798,24.072077099999998
4799,24.5672987
4800,25.3192374
4801,26.386916399999997
4802,26.8768609
4803,27.132554699999996
4804,27.752282899999997
4805,28.0425696
4806,29.4482245
4807,30.120069799999996
4808,30.9181428
4809,31.297333199999997
4810,31.945414099999997
4811,32.0657233
4812,32.4131689
4813,32.5759074
4814,32.7087217
4815,32.8994436
4816,33.418719499999995
4817,34.4345461
4818,34.9300141
4819,35.2660632
4820,35.468125
4821,35.4806454
4822,36.116641800000004
4823,36.4081219
4824,36.66638209999999
4825,36.807791800000004
4826,36.862541
4827,36.723032100000005
4828,36.8453744
4829,37.1988942
4830,37.241011
4831,36.7337301
4832,36.770238
4833,36.535112
4834,35.384605
4835,35.1349836
4836,34.5859277
4837,34.1213896
4838,34.751978
4839,34.5243082
4840,34.135384900000005
4841,33.922112
4842,33.3940066
4843,33.1881888
4844,32.6431741
4845,32.9999744
4846,31.8842869
4847,32.170125799999994
4848,32.1031533
4849,31.229585200000002
4850,31.072031599999995
4851,30.9764943
4852,29.8900024
4853,31.604959
4854,30.9723279
4855,30.9369551
4856,30.7980812
4857,30.7689533
4858,30.6772475
4859,30.4255165
4860,29.7490777
4861,30.3072783
4862,30.4665042
4863,29.927763
4864,29.332335
4865,28.9450566
4866,28.299883299999998
4867,27.7082384
4868,27.092258899999997
4869,26.587455099999996
4870,26.086646499999997
4871,25.885292
4872,25.535487699999997
4873,25.277852
4874,25.0479271
4875,24.8923514
4876,24.763077099999997
4877,24.386664800000002
4878,24.061704399999996
4879,24.222843899999997
4880,23.736658499999997
4881,23.3991398
4882,23.541912699999997
4883,23.1430623
4884,22.6487253
4885,22.722379099999998
4886,22.529722099999997
4887,22.5127655
4888,22.1426114
4889,22.005459
4890,21.8762519
4891,21.7279201
4892,21.5971562
4893,21.3005662
4894,21.2190463
4895,21.1166853
4896,21.0248952
4897,20.647694899999998
4898,20.576372099999997
4899,20.4869986
4900,20.378044499999994
4901,20.2913519
4902,20.2544969
4903,20.2140776
4904,20.0327716
4905,19.832782499999997
4906,19.3061811
4907,19.2083825
4908,19.1865997
4909,19.138493399999998
4910,19.007680099999998
4911,19.013253499999998
4912,18.890648799999997
4913,18.9202884
4914,18.9196821
4915,18.9245083
4916,18.9384431
4917,18.6246731
4918,18.5191554
4919,18.4082004
4920,18.485556099999997
4921,18.3708442
4922,18.3164173
4923,18.1168497
4924,18.101689099999998
4925,18.156898400000003
4926,18.0455594
4927,17.958275999999998
4928,17.9909824
4929,18.1758608
4930,18.2745734
4931,18.1358612
4932,18.2579644
4933,18.441336399999997
4934,18.761996299999996
4935,19.256020999999997
4936,19.5621089
4937,20.2309678
4938,21.190021199999997
4939,21.4505108
4940,22.468323799999997
4941,23.4454124
4942,24.014404
4943,24.965107399999997
4944,25.8607402
4945,26.3164438
4946,27.022866999999998
4947,27.576499899999998
4948,28.354709599999993
4949,28.781317899999998
4950,29.578753799999998
4951,30.084321999999997
4952,31.526488099999998
4953,32.0793605
4954,32.35858759999999
4955,33.0579049
4956,33.5259893
4957,33.4529225
4958,34.1319391
4959,34.5851864
4960,34.7843995
4961,34.8681829
4962,35.132517
4963,35.079203299999996
4964,35.6153766
4965,35.8369761
4966,35.997118
4967,36.3397097
4968,36.6495538
4969,36.6485306
4970,36.701215000000005
4971,36.8199168
4972,37.101807599999994
4973,37.363223999999995
4974,37.2582972
4975,37.1565933
4976,37.1651495
4977,37.0807096
4978,37.3598058
4979,37.3505598
4980,37.330112899999996
4981,37.267115399999994
4982,36.7147065
4983,36.68804599999999
4984,35.80033429999999
4985,35.120607699999994
4986,35.6829033
4987,35.5461958
4988,34.6413162
4989,33.5476367
4990,32.992060699999996
4991,32.664005100000004
4992,32.510109799999995
4993,32.809593099999994
4994,33.196668499999994
4995,32.809083099999995
4996,30.683090899999996
4997,30.083001699999993
4998,32.1357881
4999,31.6587519
5000,31.578337599999998
5001,31.5508313
5002,31.0431308
5003,31.185255599999998
5004,31.064924399999995
5005,30.7179846
5006,29.962636599999996
5007,29.886434299999998
5008,29.370897099999997
5009,29.103668399999997
5010,28.422589699999996
5011,28.0672724
5012,27.5824426
5013,27.270284999999994
5014,26.917574000000002
5015,26.5903994
5016,26.2020761
5017,26.051283199999997
5018,25.8918966
5019,25.7768491
5020,25.186325699999998
5021,24.948996299999997
5022,24.842976999999998
5023,24.9371105
5024,24.874736799999997
5025,24.232943599999995
5026,24.2563427
5027,24.156133999999998
5028,24.123605199999997
5029,24.2819024
5030,23.790677300000002
5031,23.387950599999996
5032,23.3314457
5033,23.2734234
5034,22.742446299999997
5035,23.024171099999997
5036,22.995987399999997
5037,22.5809741
5038,22.1030963
5039,22.1542603
5040,21.9784676
5041,21.919731499999997
5042,21.778689799999995
5043,21.687502000000002
5044,21.4705633
5045,20.8855149
5046,20.8882455
5047,21.2259189
5048,20.7540605
5049,20.6721556
5050,20.8968827
5051,20.742875399999996
5052,20.375150399999995
5053,20.3658429
5054,20.1147054
5055,19.9259843
5056,19.7844801
5057,19.5424556
5058,19.3019516
5059,19.370109599999996
5060,19.366616399999998
5061,19.261775799999995
5062,19.14792
5063,19.109829599999998
5064,18.9632176
5065,18.8374628
5066,18.610105599999997
5067,18.506617499999997
5068,18.563490299999998
5069,18.3719441
5070,18.2977524
5071,18.3233296
5072,18.2875552
5073,18.261169699999996
5074,18.2468834
5075,18.340026799999997
5076,18.847642099999998
5077,19.2719089
5078,20.1998949
5079,20.582512299999998
5080,21.394752699999998
5081,22.0535045
5082,23.1646111
5083,23.4294157
5084,23.8745308
5085,23.9659453
5086,24.5986206
5087,25.348520199999996
5088,25.665712900000003
5089,26.642555
5090,27.3218399
5091,28.5329969
5092,30.2548455
5093,30.693847899999998
5094,31.284473
5095,32.28178259999999
5096,32.876638299999996
5097,33.438823
5098,33.7944009
5099,33.823571799999996
5100,34.302473899999995
5101,35.0783139
5102,35.1730217
5103,35.6908919
5104,35.7297128
5105,36.039996099999996
5106,36.2691126
5107,36.4298158
5108,36.527018299999995
5109,37.023832999999996
5110,37.15512
5111,37.3070802
5112,37.822069199999994
5113,37.960629499999996
5114,38.5069529
5115,38.361719
5116,38.6624299
5117,38.6116762
5118,38.68227619999999
5119,38.8670683
5120,38.8441902
5121,39.0107576
5122,38.882782399999996
5123,38.8151701
5124,38.7592546
5125,38.7687678
5126,38.379493
5127,38.04973389999999
5128,37.3122226
5129,37.291888900000004
5130,36.9730804
5131,36.1924911
5132,36.3240239
5133,36.2270234
5134,35.9524295
5135,35.7176263
5136,35.2491556
5137,34.5301488
5138,34.3611748
5139,34.256154099999996
5140,33.6747651
5141,33.377846
5142,33.1726512
5143,33.0077024
5144,33.0691126
5145,32.739164800000005
5146,32.8090115
5147,32.377949099999995
5148,31.9683474
5149,31.975370199999997
5150,31.078073699999997
5151,30.968131800000002
5152,30.539673099999995
5153,29.939553599999996
5154,29.4113642
5155,29.261988999999996
5156,28.8296119
5157,28.380838499999996
5158,27.942419199999996
5159,27.769886699999997
5160,27.631669599999995
5161,27.642696199999996
5162,27.3824658
5163,27.3031613
5164,27.1550259
5165,26.947660499999998
5166,26.6740295
5167,26.361757000000004
5168,26.309895400000002
5169,26.253817799999997
5170,26.8170289
5171,26.507705300000005
5172,26.3446771
5173,26.2050434
5174,25.726719499999998
5175,25.517572899999998
5176,25.751561199999998
5177,25.3716065
5178,25.584791099999997
5179,25.356002500000002
5180,24.984290199999997
5181,24.7218722
5182,24.5564251
5183,24.410323899999998
5184,24.278254099999998
5185,24.106706399999997
5186,23.819226599999997
5187,23.6653326
5188,23.476617799999996
5189,23.088254799999998
5190,22.9034331
5191,22.452661499999998
5192,22.174781799999998
5193,22.2071309
5194,22.074056399999996
5195,21.9691549
5196,22.0588916
5197,21.830073499999997
5198,21.8164417
5199,21.7170537
