user_id,problem
30000,0.9177034475716103
30001,0.20246111075385567
30002,0.2919807841981635
30003,0.7241260887814814
30004,0.6636309161664775
30005,0.563159014746084
30006,0.07862506686691811
30007,0.06174931597678221
30008,0.6318335346036041
30009,0.24081457542388784
30010,0.15769225782342589
30011,0.12532799049037563
30012,0.9226302035182669
30013,0.07554985858797862
30014,0.1542317524223796
30015,0.38856799768442174
30016,0.3053576473938223
30017,0.5166894695695383
30018,0.3009144939336451
30019,0.3404885120083533
30020,0.8894100932972954
30021,0.47382800732885033
30022,0.136975454498717
30023,0.1325688868049061
30024,0.6209648135405545
30025,0.4023773187084353
30026,0.2934953428923766
30027,0.18301580691461045
30028,0.17284584095879266
30029,0.08206218521654991
30030,0.1831146378806332
30031,0.6019867861062645
30032,0.15265793203891753
30033,0.2429430955002639
30034,0.3285081405387134
30035,0.2975305292679507
30036,0.10827074038691299
30037,0.2837507721483007
30038,0.2952270499642761
30039,0.0954536589175993
30040,0.40095534025792395
30041,0.1020333201243788
30042,0.10417849977005791
30043,0.10935655620308017
30044,0.18607433655772668
30045,0.3470177534190817
30046,0.3832950456844114
30047,0.10902011659961101
30048,0.23440524041863772
30049,0.16296377408417784
30050,0.19549382470895033
30051,0.23243120146310198
30052,0.33743844806017215
30053,0.09024730587409081
30054,0.041303189293534576
30055,0.2613711865551909
30056,0.36385151057577997
30057,0.49720149202567265
30058,0.4448272554933615
30059,0.21766192079730426
30060,0.50723162345019
30061,0.904991824023031
30062,0.8433470590396103
30063,0.03512104109903868
30064,0.24907002303346001
30065,0.08657114502252308
30066,0.19295636948896405
30067,0.16965425096776748
30068,0.7850405903330435
30069,0.24014345132186263
30070,0.28611132379249915
30071,0.8440197693516275
30072,0.32019188688476463
30073,0.7274948052909391
30074,0.08383249750927434
30075,0.22498083005065406
30076,0.29553071732487834
30077,0.14690151235055676
30078,0.8486968598009064
30079,0.12792069046115281
30080,0.39583121274186434
30081,0.030350141174437073
30082,0.16085119224426536
30083,0.23207545026766144
30084,0.485724326120628
30085,0.12597954071192755
30086,0.184545617779201
30087,0.10950638042132611
30088,0.11935713674595047
30089,0.15586308710025268
30090,0.5385620302627849
30091,0.13189125236723906
30092,0.02659017290612647
30093,0.18755071926272435
30094,0.3565628443100932
30095,0.1325768362565173
30096,0.11550389171721268
30097,0.14034772014036775
30098,0.9394912944062165
30099,0.09051187694600468
30100,0.34550122132340455
30101,0.2578267554179939
30102,0.16501793164205464
30103,0.13070385580084398
30104,0.214702022010142
30105,0.856056102383876
30106,0.6347357864229883
30107,0.07657520981295468
30108,0.11511902446000612
30109,0.12906799836188307
30110,0.22831594759302823
30111,0.33542610974425957
30112,0.10535060936445093
30113,0.8575058737605817
30114,0.12737253639279342
30115,0.10773683343101982
30116,0.19748449043726127
30117,0.13944233943339354
30118,0.27791386339770524
30119,0.19596640463525505
30120,0.08129332497398485
30121,0.23840689798733128
30122,0.7773764910627892
30123,0.10472350072914988
30124,0.1895615866099725
30125,0.2282603342030434
30126,0.30876309885114395
30127,0.1510917749457676
30128,0.4312464355709355
30129,0.28459942777986447
