user_id,problem
30000,0.9708473516025692
30001,0.20021448604755082
30002,0.3420781711420614
30003,0.9528260277031001
30004,0.8314292715557599
30005,0.47065645355641383
30006,0.3109624776326312
30007,0.2868882443256094
30008,0.7488261704547079
30009,0.3853606179732522
30010,0.173689562460834
30011,0.18805817340756423
30012,0.9362798558653007
30013,0.3269033322723662
30014,0.16550352759255235
30015,0.32019098639316357
30016,0.19905601879942628
30017,0.4671987214984854
30018,0.3072656436096645
30019,0.4056600864666033
30020,0.8793692035673994
30021,0.6069721061250126
30022,0.24885005781384167
30023,0.1463702885204398
30024,0.6819860457749809
30025,0.49981967357000057
30026,0.46595259594333516
30027,0.3910834280702908
30028,0.14364118806372875
30029,0.11847460794631509
30030,0.1701775940823082
30031,0.8349159361845682
30032,0.23413350702304966
30033,0.33433078832547625
30034,0.6414464563253628
30035,0.3279731929011378
30036,0.17990526443988947
30037,0.43462072500354276
30038,0.3349177472207277
30039,0.2963568207883881
30040,0.5464181496942417
30041,0.41620720269843997
30042,0.3132316197468745
30043,0.07209707221793639
30044,0.1750308761766506
30045,0.31945094782771943
30046,0.44433781650894255
30047,0.27614559264669536
30048,0.2624552239051532
30049,0.32617665442715543
30050,0.28390484153824586
30051,0.391963434211518
30052,0.4846119990579839
30053,0.35385038845943734
30054,0.31474257728678284
30055,0.4156908874259881
30056,0.4439035548377845
30057,0.4385420561568971
30058,0.4710981462516254
30059,0.16328459897457379
30060,0.6399867756772006
30061,0.9815997444642817
30062,0.968263600652846
30063,0.3267943197610368
30064,0.2812495994937445
30065,0.15329793988683002
30066,0.16003156292814555
30067,0.1923117045359527
30068,0.7662187767394594
30069,0.6119223922770046
30070,0.530295377682381
30071,0.7582758339635916
30072,0.509549623794535
30073,0.9293257006486995
30074,0.1963644817470167
30075,0.22779797744675834
30076,0.31449075267227256
30077,0.30929226166073465
30078,0.9528579281394286
30079,0.3278000847267225
30080,0.5930133033605692
30081,0.16573195787143866
30082,0.3095305891321264
30083,0.2868818982484392
30084,0.5735892972232702
30085,0.3081373723133116
30086,0.28766470948010936
30087,0.21146403048505646
30088,0.20408453894053677
30089,0.46407960146308147
30090,0.8040199430839097
30091,0.4046530981991977
30092,0.16044567817580876
30093,0.24493446700149601
30094,0.37366759075527856
30095,0.22766349653085804
30096,0.17142335433852487
30097,0.13335755517515216
30098,0.9871161923629127
30099,0.11688997394432289
30100,0.36994684309942716
30101,0.3804147236643165
30102,0.16582078548203372
30103,0.21623111599968092
30104,0.30516862594803074
30105,0.890999743588132
30106,0.5936347245714422
30107,0.22899242286964439
30108,0.19264210072706173
30109,0.2323746641660242
30110,0.44367120575076163
30111,0.62848621826002
30112,0.15017203768001774
30113,0.950795476492436
30114,0.27592702037406464
30115,0.3522889313748367
30116,0.23307747609339785
30117,0.30109089593559224
30118,0.3289199457672863
30119,0.3958388704804461
30120,0.07707792740197617
30121,0.23149434027065302
30122,0.9539691889344006
30123,0.5759164068704632
30124,0.4103490292801642
30125,0.4894181482273855
30126,0.34110979414180326
30127,0.43897398655516345
30128,0.48613286285182483
30129,0.2908423151620079
30130,0.9439782967999986
30131,0.3312229126646794
30132,0.4470486091411261
30133,0.9540438245804309
30134,0.29553808223351324
30135,0.9902661672344909
30136,0.16847872376848194
30137,0.2911231552841147
30138,0.9812391681597024
30139,0.4785816800944538
30140,0.6537573843840659
30141,0.48792530908641235
30142,0.5647459410218052
30143,0.4922379685913953
30144,0.25600020695337483
30145,0.23395935799280793
30146,0.35708002623845553
30147,0.3718864694564316
30148,0.9035302482801714
30149,0.9459739876099615
30150,0.3819685397210285
30151,0.24515696327903005
30152,0.335438256275308
30153,0.36027943291702214
30154,0.21463388158774024
30155,0.16460573696452474
30156,0.12576147365214463
30157,0.3650431808469247
30158,0.5728993201953326
30159,0.5843512067697081
30160,0.13759472617112112
30161,0.24618020614483663
30162,0.4222038224412123
30163,0.5024716623172643
30164,0.9437812254319154
30165,0.30129163063186815
30166,0.19871235832619594
30167,0.665784646464829
30168,0.4659677886853495
30169,0.4879835133842738
30170,0.42983899917687635
30171,0.3517585507533287
30172,0.2108739633689471
30173,0.5195807119073028
30174,0.7112295043434925
30175,0.914284824908656
30176,0.14087601217217025
30177,0.24984007069980227
30178,0.6937518896891525
30179,0.3961026793730411
30180,0.48673732511845463
30181,0.5554275064958012
30182,0.6890860636289473
30183,0.49943263039392716
30184,0.43058744567457996
30185,0.12233433764003375
30186,0.27141574177302874
30187,0.20122601603641435
30188,0.2576945212517455
30189,0.22056715788715459
30190,0.8917207340765085
30191,0.4111958711620244
30192,0.9294516711145793
30193,0.13001362903351527
30194,0.8879694582493445
30195,0.16287226871605978
30196,0.22026510597574972
30197,0.9127351009942235
30198,0.2973833073677337
30199,0.2039004279100437
30200,0.206708730476708
30201,0.14149133067384134
30202,0.34088548810885455
30203,0.33296343834429154
30204,0.2230899790200793
30205,0.9872768857430044
30206,0.19063961381261507
30207,0.23754073371753603
30208,0.14107534328694654
30209,0.5042837582258697
30210,0.7223527862968013
30211,0.8369260726314478
30212,0.6102710821058188
30213,0.12642916131706206
30214,0.3758782737223
30215,0.3082007510741311
30216,0.9580935598240666
30217,0.5119056763813685
