user_id,problem
30000,0.8630489216690225
30001,0.2445905157014116
30002,0.22640171873029075
30003,0.7913379490211119
30004,0.7356658408083425
30005,0.403184289044195
30006,0.12862693227319755
30007,0.07990059394988362
30008,0.7087759328561001
30009,0.21791364109708458
30010,0.1531622363653059
30011,0.20312702308920808
30012,0.8391486630271651
30013,0.12475829504834207
30014,0.13606556748119575
30015,0.23238389145083427
30016,0.1794373347862385
30017,0.17532769321915517
30018,0.21693692219241467
30019,0.29571274793250046
30020,0.7604954164853271
30021,0.5848604775824505
30022,0.24041314054488327
30023,0.13694181845818468
30024,0.5477573616012552
30025,0.34025618464793916
30026,0.3287996248556327
30027,0.13799167834074397
30028,0.1368422892634815
30029,0.09211967783070966
30030,0.18496509827983654
30031,0.4371052401802754
30032,0.16210340079165447
30033,0.19430124010387362
30034,0.4227782150930274
30035,0.28275226154409894
30036,0.13075264798467615
30037,0.35863273841086984
30038,0.188989338913535
30039,0.10102162090254531
30040,0.3036066458420497
30041,0.14086421385040893
30042,0.13549082252095632
30043,0.08740628379849726
30044,0.16440880785731044
30045,0.2575976346723829
30046,0.32975466221566463
30047,0.1572936758443836
30048,0.22840671599598467
30049,0.1272190462089894
30050,0.2083191870883775
30051,0.178866028255394
30052,0.25636571158482985
30053,0.16293692549805502
30054,0.17997789564641006
30055,0.24502993519025582
30056,0.21944201797881355
30057,0.27692774570257245
30058,0.41159105164544413
30059,0.19255592339099986
30060,0.43763042706095506
30061,0.8865499033152168
30062,0.8717689814399889
30063,0.10464177499761598
30064,0.2961816746782143
30065,0.12006599082735685
30066,0.1367303945357901
30067,0.1974914452311111
30068,0.7509252646735196
30069,0.35325329023360075
30070,0.3321863170834731
30071,0.7070116422900695
30072,0.380940699351879
30073,0.8342599913148173
30074,0.10542738517557755
30075,0.19602699563892384
30076,0.4796665160847936
30077,0.23886909728666414
30078,0.8761025984509845
30079,0.19670116170777457
30080,0.4802402446874693
30081,0.07372780456266838
30082,0.13670929595077622
30083,0.26931430040630955
30084,0.38654705867633266
30085,0.1521196728507593
30086,0.23483036799064716
30087,0.13975864954797626
30088,0.1911702442341301
30089,0.23211619972322137
30090,0.7210067123006718
30091,0.13476018120793712
30092,0.0668095539739918
30093,0.20457124565019225
30094,0.27206166552823946
30095,0.14804868240297092
30096,0.12393729534525422
30097,0.1793726855482969
30098,0.8865431735526053
30099,0.06920308175642086
30100,0.31493761851256435
30101,0.23465553984420343
30102,0.14359997247212805
30103,0.17951954116048532
30104,0.24876286727050068
30105,0.7298029296150843
30106,0.33148952489866873
30107,0.13821862711674185
30108,0.15644934226885598
30109,0.1471207046425052
30110,0.29644647684933023
30111,0.43638736299599984
30112,0.14987514221515036
30113,0.8161954096191492
30114,0.177308406321762
30115,0.11748827697335103
30116,0.16806484163475202
30117,0.15542177704783824
30118,0.3387977365719025
30119,0.2679744547647957
30120,0.08377621002404528
30121,0.2572957543056765
30122,0.8662636864654341
30123,0.14447673025432917
30124,0.16676382232656473
30125,0.35618459947213577
30126,0.25841467106500554
30127,0.1300873537140241
30128,0.49633463005154943
30129,0.2823583405368656
30130,0.8474732448060461
30131,0.1559003884332955
30132,0.39784992865828434
30133,0.863551023442753
30134,0.24838619489559693
30135,0.8860753560291897
30136,0.1773641030214531
