user_id,problem
30000,0.13998320919903617
30001,0.929338827057884
30002,0.25497854516523905
30003,0.09611145857341395
30004,0.4368271802123306
30005,0.6131276173972213
30006,0.8768435258751728
30007,0.02893010053727349
30008,0.10713993340431696
30009,0.38577832140371393
30010,0.19041157059936387
30011,0.11480505947805508
30012,0.17384034426184372
30013,0.6917169692130415
30014,0.9398149948965675
30015,0.1732331659426883
30016,0.008947188674294889
30017,0.0782217854013236
30018,0.053107680489827676
30019,0.8474518114424001
30020,0.14758560569911222
30021,0.36698950529946495
30022,0.09333552544314302
30023,0.6862294498338151
30024,0.04262835684633215
30025,0.2282310794524558
30026,0.0921442392078261
30027,0.2717894232456642
30028,0.18263996647181616
30029,0.18697648930428495
30030,0.26111886339159485
30031,0.8309988130860757
30032,0.2761829740639674
30033,0.14966388668053804
30034,0.05617819502068789
30035,0.3014225063032275
30036,0.11817615870931703
30037,0.20503310254517176
30038,0.6736743827521912
30039,0.41418261716023225
30040,0.054716487403208086
30041,0.3064388157823021
30042,0.08704452300641174
30043,0.03550392130067559
30044,0.15164951505453136
30045,0.36831434686168857
30046,0.05797401039559686
30047,0.5525366375065672
30048,0.09294772190918471
30049,0.4703129236785015
30050,0.6123255034685706
30051,0.08303765664829633
30052,0.10379819873837956
30053,0.23882515051749437
30054,0.34756882675988626
30055,0.9862943155656961
30056,0.26531893064316414
30057,0.18812684078038608
30058,0.13201327017056058
30059,0.11480612239672056
30060,0.23977570486419109
30061,0.07229192398485525
30062,0.17195360216028596
30063,0.4809831852474103
30064,0.43435742626824747
30065,0.2086660007672847
30066,0.11565475049195059
30067,0.9762638681734708
30068,0.10658403712081543
30069,0.060949634813909026
30070,0.1878894616701759
30071,0.053649403167104225
30072,0.1428316982825525
30073,0.1279167415873466
30074,0.6659935205972901
30075,0.22070529195431698
30076,0.12875866546886652
30077,0.9518451284372511
30078,0.17700032789524264
30079,0.9440509756512878
30080,0.08004074350523929
30081,0.25418571329289563
30082,0.22079566385068386
30083,0.1416652944985628
30084,0.09380589601419158
30085,0.21628201721250256
30086,0.10281543212508389
30087,0.4118178127967911
30088,0.23736237821271308
30089,0.6080055020282648
30090,0.7732271648326979
30091,0.19975577468834071
30092,0.10674622724980383
30093,0.3317593778527531
30094,0.6011864964631638
30095,0.17996898852155485
30096,0.1474700130984717
30097,0.08056006429435741
30098,0.7813823185288294
30099,0.5970365932273836
30100,0.19291042541074993
30101,0.22563041395485617
30102,0.949693168749612
30103,0.2362021701882266
30104,0.29146298867023845
30105,0.9049071671646577
30106,0.2268555554576201
30107,0.41852531798990217
30108,0.23040040936057435
30109,0.09317328245449837
30110,0.17015925077070063
30111,0.35141629337597735
30112,0.2964366634203074
30113,0.09585663607235725
30114,0.14880003051582127
30115,0.37128142446121176
30116,0.474312947410887
30117,0.44110178755228835
30118,0.0971719436651712
30119,0.9262676100677074
30120,0.22201840260002326
30121,0.5532577752127797
30122,0.21741804333893514
30123,0.9203564516087861
30124,0.4529223591911232
30125,0.9420971797221975
30126,0.6505217231310636
30127,0.13353210240606428
30128,0.6650297046662316
30129,0.40499220213724557
30130,0.8712566140635157
30131,0.30979549646121457
30132,0.2278871828421404
30133,0.965593505663761
30134,0.6652797519879011
30135,0.12593317526910122
30136,0.21885073221335344
30137,0.8713468974936477
30138,0.08316728898136444
30139,0.0889207344283659
30140,0.8136995012122825
30141,0.21596110036841187
30142,0.11097216879680313
30143,0.16623104497741392
30144,0.3025168630379418
30145,0.6613283849820859
30146,0.06597764099649486
30147,0.04686126663524344
30148,0.398132530503977
30149,0.5029965534112837
30150,0.5483999574161502
30151,0.18333072618486515
30152,0.22974115447615204
30153,0.543062965516632
30154,0.8678305527810067
30155,0.15036288854391533
30156,0.39817489219245716
30157,0.03531342031103671
30158,0.5589342174795741
30159,0.2014462153074194
30160,0.9876951633256739
30161,0.5322249577884287
30162,0.15535190103041846
